timestamp,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,electricity
2016-01-01 00:00:00,-7.2,8.0,-10.6,0.0,-1.0,1022.9,280.0,5.7,668.783
2016-01-01 01:00:00,-6.7,,-10.0,-1.0,,1022.5,280.0,4.1,668.783
2016-01-01 02:00:00,-6.7,,-9.4,0.0,,1022.1,260.0,2.6,670.49
2016-01-01 03:00:00,-6.7,,-9.4,-1.0,,1022.0,250.0,3.6,670.42
2016-01-01 04:00:00,-8.3,,-11.7,0.0,,1021.9,270.0,6.7,665.975
2016-01-01 05:00:00,-8.3,,-11.7,0.0,,1021.3,250.0,3.6,663.5169999999998
2016-01-01 06:00:00,-8.9,6.0,-12.2,0.0,0.0,1020.3,220.0,5.1,672.573
2016-01-01 07:00:00,-9.4,,-11.7,0.0,,1019.5,220.0,3.6,677.453
2016-01-01 08:00:00,-8.9,,-11.7,0.0,,1019.4,220.0,2.1,682.905
2016-01-01 09:00:00,-8.3,,-11.1,0.0,,1018.9,230.0,3.6,674.408
2016-01-01 10:00:00,-6.7,,-10.6,0.0,,1017.9,230.0,6.2,674.822
2016-01-01 11:00:00,-5.6,,-10.0,0.0,,1017.4,240.0,6.2,684.347
2016-01-01 12:00:00,-2.8,2.0,-8.9,0.0,,1017.1,250.0,5.1,694.6339999999999
2016-01-01 13:00:00,-1.7,0.0,-8.3,0.0,,1016.0,270.0,5.7,699.321
2016-01-01 14:00:00,-1.1,0.0,-7.8,0.0,,1015.8,290.0,7.7,700.071
2016-01-01 15:00:00,-1.1,0.0,-7.8,0.0,,1016.4,280.0,5.7,707.5060000000003
2016-01-01 16:00:00,-1.7,0.0,-8.3,0.0,,1017.7,300.0,7.2,708.693
2016-01-01 17:00:00,-2.8,0.0,-8.3,0.0,,1018.3,290.0,4.6,708.41
2016-01-01 18:00:00,-3.3,0.0,-8.3,0.0,,1019.2,270.0,4.1,708.189
2016-01-01 19:00:00,-3.9,0.0,-8.3,0.0,,1019.9,270.0,5.1,694.927
2016-01-01 20:00:00,-5.0,0.0,-8.9,0.0,,1020.4,270.0,5.1,690.59
2016-01-01 21:00:00,-5.6,0.0,-9.4,0.0,,1020.4,270.0,4.6,687.834
2016-01-01 22:00:00,-6.1,0.0,-9.4,0.0,,1020.9,270.0,3.6,685.6030000000002
2016-01-01 23:00:00,-7.2,0.0,-10.0,0.0,,1020.9,270.0,2.6,683.94
2016-01-02 00:00:00,-7.2,0.0,-10.0,0.0,,1020.9,230.0,1.5,681.0889999999997
2016-01-02 01:00:00,-7.8,0.0,-10.6,0.0,,1020.9,200.0,2.1,676.52
2016-01-02 02:00:00,-8.9,0.0,-11.1,0.0,,1020.4,220.0,2.6,672.832
2016-01-02 03:00:00,-8.9,0.0,-11.1,0.0,,1020.7,200.0,2.6,671.154
2016-01-02 04:00:00,-9.4,0.0,-11.1,0.0,,1020.4,210.0,2.1,669.9910000000001
2016-01-02 05:00:00,-9.4,0.0,-11.7,0.0,,1019.5,220.0,3.1,664.68
2016-01-02 06:00:00,-10.0,0.0,-11.7,0.0,,1019.5,230.0,3.1,669.932
2016-01-02 07:00:00,-8.9,0.0,-11.7,0.0,,1018.4,220.0,4.1,668.1160000000001
2016-01-02 08:00:00,-8.9,0.0,-11.1,0.0,,1017.8,240.0,2.6,676.258
2016-01-02 09:00:00,-8.3,0.0,-11.1,0.0,,1017.9,240.0,3.6,675.943
2016-01-02 10:00:00,-6.7,0.0,-11.1,0.0,,1017.2,250.0,4.1,674.77
2016-01-02 11:00:00,-5.6,0.0,-10.6,0.0,,1016.7,250.0,4.1,689.2180000000003
2016-01-02 12:00:00,-2.8,0.0,-9.4,0.0,,1015.5,250.0,4.6,704.5210000000003
2016-01-02 13:00:00,-1.7,0.0,-8.9,0.0,,1015.1,280.0,6.7,710.418
2016-01-02 14:00:00,-1.1,0.0,-8.3,0.0,,1014.7,270.0,5.1,713.065
2016-01-02 15:00:00,-0.6,0.0,-8.3,0.0,,1014.5,280.0,4.6,714.653
2016-01-02 16:00:00,-0.6,0.0,-8.3,0.0,,1015.2,280.0,4.6,718.15
2016-01-02 17:00:00,-2.2,0.0,-8.3,0.0,,1015.7,270.0,6.2,720.3639999999997
2016-01-02 18:00:00,-2.8,0.0,-8.3,0.0,,1016.2,280.0,4.6,718.045
2016-01-02 19:00:00,-3.3,0.0,-8.9,0.0,,1016.4,290.0,4.6,710.645
2016-01-02 20:00:00,-4.4,0.0,-8.9,0.0,,1017.5,290.0,4.6,702.784
2016-01-02 21:00:00,-3.3,0.0,-8.3,0.0,,1017.9,300.0,7.2,700.612
2016-01-02 22:00:00,-3.9,0.0,-8.3,0.0,,1018.7,310.0,7.2,691.6310000000003
2016-01-02 23:00:00,-4.4,,-8.3,0.0,,1019.4,310.0,6.7,691.8480000000003
2016-01-03 00:00:00,-3.9,8.0,-7.8,0.0,,1019.9,320.0,6.2,691.2389999999997
2016-01-03 01:00:00,-3.3,,-7.2,0.0,,1020.1,330.0,7.7,689.7769999999997
2016-01-03 02:00:00,-2.8,,-7.2,0.0,,1020.9,330.0,6.2,686.576
2016-01-03 03:00:00,-2.8,,-6.7,0.0,,1022.0,330.0,5.1,687.64
2016-01-03 04:00:00,-2.8,,-6.7,0.0,,1022.7,320.0,6.7,688.706
2016-01-03 05:00:00,-3.3,,-6.7,0.0,,1023.2,330.0,6.2,685.248
2016-01-03 06:00:00,-2.8,8.0,-7.2,0.0,,1023.9,340.0,5.1,691.822
2016-01-03 07:00:00,-2.8,,-6.7,0.0,,1024.8,340.0,5.7,694.544
2016-01-03 08:00:00,-2.8,,-7.2,0.0,,1025.5,330.0,4.6,693.6489999999999
2016-01-03 09:00:00,-2.8,,-6.7,0.0,,1026.4,340.0,3.6,693.48
2016-01-03 10:00:00,-2.8,,-7.8,0.0,,1027.2,350.0,6.7,694.6460000000003
2016-01-03 11:00:00,-2.2,,-7.2,0.0,,1027.8,320.0,6.2,697.834
2016-01-03 12:00:00,-2.2,8.0,-7.8,0.0,,1027.4,330.0,4.6,711.289
2016-01-03 13:00:00,-2.2,,-7.8,0.0,,1027.1,310.0,3.6,713.403
2016-01-03 14:00:00,-2.8,,-7.8,0.0,,1027.3,330.0,4.1,714.4019999999997
2016-01-03 15:00:00,-2.8,,-7.8,0.0,,1027.5,300.0,3.6,714.232
2016-01-03 16:00:00,-2.2,,-7.2,0.0,,1027.8,280.0,3.6,710.6610000000003
2016-01-03 17:00:00,-2.8,4.0,-7.8,0.0,,,290.0,3.1,711.855
2016-01-03 18:00:00,-2.8,2.0,-7.8,0.0,,1028.5,260.0,2.6,718.5989999999997
2016-01-03 19:00:00,-3.9,2.0,-7.8,0.0,,1028.8,270.0,4.1,713.7489999999997
2016-01-03 20:00:00,-5.0,0.0,-7.8,0.0,,1029.2,290.0,3.6,697.5880000000003
2016-01-03 21:00:00,-5.0,0.0,-7.8,0.0,,1029.4,310.0,4.6,698.056
2016-01-03 22:00:00,-6.1,0.0,-8.9,0.0,,1029.7,290.0,4.1,693.3839999999999
2016-01-03 23:00:00,-6.1,0.0,-8.9,0.0,,1030.1,310.0,3.6,688.3539999999997
2016-01-04 00:00:00,-6.7,0.0,-9.4,0.0,,1030.4,320.0,4.1,688.9010000000003
2016-01-04 01:00:00,-7.2,0.0,-9.4,0.0,,1030.7,310.0,3.6,683.585
