timestamp,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,electricity
2016-01-01 00:00:00,-7.2,8.0,-10.6,0.0,-1.0,1022.9,280.0,5.7,153.59799999999996
2016-01-01 01:00:00,-6.7,,-10.0,-1.0,,1022.5,280.0,4.1,153.59799999999996
2016-01-01 02:00:00,-6.7,,-9.4,0.0,,1022.1,260.0,2.6,151.58100000000005
2016-01-01 03:00:00,-6.7,,-9.4,-1.0,,1022.0,250.0,3.6,150.572
2016-01-01 04:00:00,-8.3,,-11.7,0.0,,1021.9,270.0,6.7,151.57299999999995
2016-01-01 05:00:00,-8.3,,-11.7,0.0,,1021.3,250.0,3.6,153.58100000000005
2016-01-01 06:00:00,-8.9,6.0,-12.2,0.0,0.0,1020.3,220.0,5.1,150.564
2016-01-01 07:00:00,-9.4,,-11.7,0.0,,1019.5,220.0,3.6,154.579
2016-01-01 08:00:00,-8.9,,-11.7,0.0,,1019.4,220.0,2.1,153.566
2016-01-01 09:00:00,-8.3,,-11.1,0.0,,1018.9,230.0,3.6,151.55100000000004
2016-01-01 10:00:00,-6.7,,-10.6,0.0,,1017.9,230.0,6.2,152.526
2016-01-01 11:00:00,-5.6,,-10.0,0.0,,1017.4,240.0,6.2,150.516
2016-01-01 12:00:00,-2.8,2.0,-8.9,0.0,,1017.1,250.0,5.1,153.472
2016-01-01 13:00:00,-1.7,0.0,-8.3,0.0,,1016.0,270.0,5.7,150.44
2016-01-01 14:00:00,-1.1,0.0,-7.8,0.0,,1015.8,290.0,7.7,150.412
2016-01-01 15:00:00,-1.1,0.0,-7.8,0.0,,1016.4,280.0,5.7,150.394
2016-01-01 16:00:00,-1.7,0.0,-8.3,0.0,,1017.7,300.0,7.2,151.403
2016-01-01 17:00:00,-2.8,0.0,-8.3,0.0,,1018.3,290.0,4.6,149.41299999999995
2016-01-01 18:00:00,-3.3,0.0,-8.3,0.0,,1019.2,270.0,4.1,151.43200000000004
2016-01-01 19:00:00,-3.9,0.0,-8.3,0.0,,1019.9,270.0,5.1,152.454
2016-01-01 20:00:00,-5.0,0.0,-8.9,0.0,,1020.4,270.0,5.1,150.476
2016-01-01 21:00:00,-5.6,0.0,-9.4,0.0,,1020.4,270.0,4.6,152.47
2016-01-01 22:00:00,-6.1,0.0,-9.4,0.0,,1020.9,270.0,3.6,151.481
2016-01-01 23:00:00,-7.2,0.0,-10.0,0.0,,1020.9,270.0,2.6,150.528
2016-01-02 00:00:00,-7.2,0.0,-10.0,0.0,,1020.9,230.0,1.5,155.526
2016-01-02 01:00:00,-7.8,0.0,-10.6,0.0,,1020.9,200.0,2.1,150.545
2016-01-02 02:00:00,-8.9,0.0,-11.1,0.0,,1020.4,220.0,2.6,150.542
2016-01-02 03:00:00,-8.9,0.0,-11.1,0.0,,1020.7,200.0,2.6,151.534
2016-01-02 04:00:00,-9.4,0.0,-11.1,0.0,,1020.4,210.0,2.1,151.55
2016-01-02 05:00:00,-9.4,0.0,-11.7,0.0,,1019.5,220.0,3.1,151.534
2016-01-02 06:00:00,-10.0,0.0,-11.7,0.0,,1019.5,230.0,3.1,150.524
2016-01-02 07:00:00,-8.9,0.0,-11.7,0.0,,1018.4,220.0,4.1,152.559
2016-01-02 08:00:00,-8.9,0.0,-11.1,0.0,,1017.8,240.0,2.6,152.523
2016-01-02 09:00:00,-8.3,0.0,-11.1,0.0,,1017.9,240.0,3.6,150.533
2016-01-02 10:00:00,-6.7,0.0,-11.1,0.0,,1017.2,250.0,4.1,151.529
2016-01-02 11:00:00,-5.6,0.0,-10.6,0.0,,1016.7,250.0,4.1,150.499
2016-01-02 12:00:00,-2.8,0.0,-9.4,0.0,,1015.5,250.0,4.6,152.444
2016-01-02 13:00:00,-1.7,0.0,-8.9,0.0,,1015.1,280.0,6.7,154.97
2016-01-02 14:00:00,-1.1,0.0,-8.3,0.0,,1014.7,270.0,5.1,149.991
2016-01-02 15:00:00,-0.6,0.0,-8.3,0.0,,1014.5,280.0,4.6,149.95600000000005
2016-01-02 16:00:00,-0.6,0.0,-8.3,0.0,,1015.2,280.0,4.6,148.952
2016-01-02 17:00:00,-2.2,0.0,-8.3,0.0,,1015.7,270.0,6.2,150.965
2016-01-02 18:00:00,-2.8,0.0,-8.3,0.0,,1016.2,280.0,4.6,149.971
2016-01-02 19:00:00,-3.3,0.0,-8.9,0.0,,1016.4,290.0,4.6,151.006
2016-01-02 20:00:00,-4.4,0.0,-8.9,0.0,,1017.5,290.0,4.6,150.017
2016-01-02 21:00:00,-3.3,0.0,-8.3,0.0,,1017.9,300.0,7.2,150.976
2016-01-02 22:00:00,-3.9,0.0,-8.3,0.0,,1018.7,310.0,7.2,150.03
2016-01-02 23:00:00,-4.4,,-8.3,0.0,,1019.4,310.0,6.7,150.05700000000004
2016-01-03 00:00:00,-3.9,8.0,-7.8,0.0,,1019.9,320.0,6.2,151.05100000000004
2016-01-03 01:00:00,-3.3,,-7.2,0.0,,1020.1,330.0,7.7,149.05200000000005
2016-01-03 02:00:00,-2.8,,-7.2,0.0,,1020.9,330.0,6.2,150.05100000000004
2016-01-03 03:00:00,-2.8,,-6.7,0.0,,1022.0,330.0,5.1,152.05200000000005
2016-01-03 04:00:00,-2.8,,-6.7,0.0,,1022.7,320.0,6.7,149.08100000000005
2016-01-03 05:00:00,-3.3,,-6.7,0.0,,1023.2,330.0,6.2,151.119
2016-01-03 06:00:00,-2.8,8.0,-7.2,0.0,,1023.9,340.0,5.1,153.099
2016-01-03 07:00:00,-2.8,,-6.7,0.0,,1024.8,340.0,5.7,149.111
2016-01-03 08:00:00,-2.8,,-7.2,0.0,,1025.5,330.0,4.6,151.10299999999995
2016-01-03 09:00:00,-2.8,,-6.7,0.0,,1026.4,340.0,3.6,148.149
2016-01-03 10:00:00,-2.8,,-7.8,0.0,,1027.2,350.0,6.7,150.144
2016-01-03 11:00:00,-2.2,,-7.2,0.0,,1027.8,320.0,6.2,150.149
